Text,User,Hashtags,Platform_Facebook,Platform_Instagram,Platform_Twitter,Country_encoded,Sentiment_encoded,Retweets_scaled,Likes_scaled,Year,Month,Day,Hour
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished.",LaughterCup,#Joy #CherishedMoment,0,0,1,17,116,-0.20833413049160884,-0.20092955791185693,2023,3,10,14
"Draped in the warmth of kindness, a quilt of compassion stitched with love.",QuiltedCompassion,#Kindness #LoveStitches,1,0,0,3,120,0.52361011486408,0.529451255950237,2019,5,5,12
"In the garden of friendships, each bloom a testament to the beauty of camaraderie.",FriendshipGarden,#Friendship #CamaraderieBlooms,0,1,0,26,84,1.255554360219769,1.2598320698123309,2018,8,28,16
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection.",MelodyOfLove,#Love #RhythmOfAffection,0,0,1,32,124,1.9874986055754578,1.9902128836744248,2022,11,15,20
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles.",ColorfulLaughter,#Joy #EndlessSmiles,0,1,0,5,116,2.1155888485127035,2.2001973676597766,2019,7,2,17
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor.",SymphonyFervor,#Excitement #IgnitedSoul,1,0,0,31,76,1.255554360219769,1.2598320698123309,2021,4,18,14
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder.",WrappedDelight,#Surprise #WonderfulMoment,0,0,1,0,174,0.52361011486408,0.529451255950237,2023,2,5,19
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.",MazeDiscovery,#Curiosity #TreasuresOfDiscovery,0,1,0,13,46,0.0844435676506667,0.16426084901919003,2018,9,22,12
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness.",CloudsOfBlessings,#Gratitude #ShowerOfThankfulness,1,0,0,11,90,0.9627766620774934,0.8946416628812839,2016,12,10,21
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance.",CometCreativity,#Inspiration #BrilliantTrails,0,0,1,10,108,-0.5011118286338844,-0.5661199648429038,2020,5,28,16
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.",FireworksTriumph,#Success #NightSkyTriumph,0,1,0,17,172,0.0844435676506667,0.16426084901919003,2017,11,15,22
"A symphony of laughter, each note a key to unlocking the door of boundless happiness.",LaughterSymphony,#Happiness #BoundlessLaughter,1,0,0,3,92,1.255554360219769,1.2598320698123309,2021,8,2,19
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.",EmotionCarnival,#Thrill #WildHeartRide,0,1,0,26,178,1.9874986055754578,1.9902128836744248,2019,3,28,15
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams.",ParisDreamer,#Reflection #ParisianDreams,0,0,1,10,152,0.9627766620774934,0.8946416628812839,2018,5,12,17
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies.",DisneylandExplorer,#Enchantment #ChildhoodFantasies,0,1,0,32,67,1.255554360219769,1.2598320698123309,2022,9,28,15
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed.",FerrariSpeedster,#Excitement #SymphonyOfSpeed,1,0,0,15,76,0.0844435676506667,0.16426084901919003,2019,11,10,14
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy.",KeukenhofAdventurer,#Joy #SpringtimeColors,0,1,0,21,116,1.9874986055754578,1.9902128836744248,2021,4,2,18
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions.",KyotoAdventurer,#Exploration #JapaneseTraditions,0,0,1,17,78,-0.5011118286338844,-0.5661199648429038,2017,8,22,21
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur.",CanyonMarveler,#Awe #EarthsGrandeur,0,1,0,32,17,0.52361011486408,0.529451255950237,2020,6,15,16
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility.",SantoriniTraveler,#Serenity #SunsetHues,1,0,0,12,166,0.0844435676506667,0.16426084901919003,2016,9,10,19
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization.",PetraExplorer,#Amazement #AncientTales,0,0,1,18,7,1.255554360219769,1.2598320698123309,2023,1,28,13
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city.",VeniceRomantic,#Romance #TimelessCity,0,1,0,15,160,-0.20833413049160884,-0.20092955791185693,2019,4,18,16
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations.",MachuPicchuAdventurer,#Awe #AncientCivilizations,1,0,0,23,17,0.9627766620774934,0.8946416628812839,2017,11,5,22
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy.",TimesSquareExplorer,#Excitement #UrbanEnergy,0,1,0,32,76,1.9874986055754578,1.9902128836744248,2022,7,20,21
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor.",ColosseumAdventurer,#Captivation #GladiatorTales,0,0,1,15,27,0.52361011486408,0.529451255950237,2018,3,15,17
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise.",MaldivesSailor,#Serenity #ParadiseWhispers,1,0,0,20,166,0.0844435676506667,0.16426084901919003,2019,10,28,14
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders.",AmazonExplorer,#Wonder #NatureOrchestra,0,1,0,3,187,1.255554360219769,1.2598320698123309,2021,6,10,16
"Walking the Great Wall of China, each step a testament to ancient engineering marvels.",GreatWallWalker,#Awe #EngineeringMarvels,0,0,1,6,17,-0.5011118286338844,-0.5661199648429038,2017,8,18,19
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment.",FujiSummitAchiever,#Accomplishment #SunriseHues,1,0,0,17,1,0.9627766620774934,0.8946416628812839,2020,4,15,5
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization.",AngkorWatAdventurer,#Exploration #KhmerStories,0,1,0,4,78,-0.20833413049160884,-0.20092955791185693,2016,11,22,13
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks.",AlpsSkiAdventurer,#Adventure #SnowPeakDance,0,0,1,29,5,0.0844435676506667,0.16426084901919003,2019,1,10,14
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves.",KyotoBambooSeeker,#Tranquility #ZenWisdom,1,0,0,17,181,0.52361011486408,0.529451255950237,2023,2,28,16
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur.",NorwayFjordExplorer,#Grandeur #IcyMasterpiece,0,1,0,22,88,0.0844435676506667,0.16426084901919003,2018,5,28,18
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion.",AdeleConcertGoer,#Emotion #AdeleConcert,0,1,0,32,63,2.1155888485127035,2.2001973676597766,2022,9,15,20
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move.",BeyonceDancer,#Energy #BeyonceConcert,0,0,1,32,68,1.9874986055754578,1.9902128836744248,2019,7,28,21
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale.",SwiftieDreamer,#Enchantment #TaylorSwift,1,0,0,32,67,1.255554360219769,1.2598320698123309,2021,5,10,19
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit.",QueenTributeFan,#Nostalgia #QueenTribute,0,1,0,31,136,0.0844435676506667,0.16426084901919003,2018,12,2,22
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments.",SheeranMelodyLover,#Serenity #EdSheeranConcert,0,0,1,31,166,-0.5011118286338844,-0.5661199648429038,2020,8,18,19
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy.",MarsJoyExplorer,#Joy #BrunoMars,1,0,0,32,116,0.9627766620774934,0.8946416628812839,2017,3,28,20
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop.",MJTributeDancer,#Celebration #MJTribute,0,1,0,32,28,0.52361011486408,0.529451255950237,2022,1,15,21
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'.",SinatraCharmListener,#Charm #SinatraTribute,0,0,1,32,31,0.0844435676506667,0.16426084901919003,2019,6,10,18
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy.",MetallicaMoshWarrior,#Ecstasy #MetallicaConcert,1,0,0,32,59,1.9874986055754578,1.9902128836744248,2023,3,20,22
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night.",ColdplayHopeSeeker,#Hope #ColdplayMagic,0,1,0,31,100,1.255554360219769,1.2598320698123309,2016,11,28,19
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm.",BieberDanceEnthusiast,#Enthusiasm #JustinBieber,0,1,0,5,71,2.1155888485127035,2.2001973676597766,2018,8,5,20
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry.",GagaArtisticChameleon,#Creativity #LadyGaga,0,0,1,32,43,1.9874986055754578,1.9902128836744248,2021,4,15,21
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'.",AdeleMelodyTearjerker,#Emotion #AdeleMelodies,1,0,0,31,63,1.255554360219769,1.2598320698123309,2019,11,28,19
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky.",KatyPerryColorExplosion,#Colorful #KatyPerry,0,1,0,32,32,0.0844435676506667,0.16426084901919003,2020,6,22,22
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride.",JayZEmpireListener,#Pride #JayZAnthem,0,0,1,32,149,-0.5011118286338844,-0.5661199648429038,2017,9,10,20
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'.",ShakiraHipsDancer,#Hypnotic #ShakiraRhythms,1,0,0,7,102,0.9627766620774934,0.8946416628812839,2022,2,28,21
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection.",U2ConnectionSeeker,#Connection #U2Anthem,0,1,0,14,38,0.52361011486408,0.529451255950237,2016,5,15,19
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night.",GunsNRosesRiffRockstar,#Iconic #GNRConcert,0,0,1,32,103,0.0844435676506667,0.16426084901919003,2018,12,10,22
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony.",ArianaEuphoriaChaser,#Euphoria #ArianaGrande,1,0,0,32,75,1.9874986055754578,1.9902128836744248,2023,1,22,20
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul.",MarleyReggaeTraveler,#Journey #BobMarleyTribute,0,1,0,16,115,1.255554360219769,1.2598320698123309,2020,3,5,18
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere.",MovieEnthusiastPremiereAttendee,#Excitement #MoviePremiereThrills,0,0,1,32,76,2.1155888485127035,2.2001973676597766,2018,10,12,20
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films.",FilmLoverNostalgiaSeeker,#Nostalgia #ClassicFilmMoments,0,1,0,31,136,1.9874986055754578,1.9902128836744248,2019,6,25,22
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy.",WebSeriesViewerCharacterConnection,#Engagement #WebSeriesJourney,1,0,0,5,69,1.255554360219769,1.2598320698123309,2020,7,8,19
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment.",IndieFilmmakerFestivalSuccess,#Pride #IndieFilmSuccess,0,0,1,0,149,0.0844435676506667,0.16426084901919003,2017,9,18,21
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow.",DramaEnthusiastHeartwarmingMoments,#Touched #FamilyDramaMoments,0,1,0,13,180,0.9627766620774934,0.8946416628812839,2021,1,15,18
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance.",AwardWinningActorOscarsRecipient,#Gratitude #OscarWinningMoment,1,0,0,32,90,-0.5011118286338844,-0.5661199648429038,2016,2,28,20
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity.",DocumentaryEnthusiastHiddenGemFinder,#Inspiration #HiddenGemDiscovery,0,0,1,10,108,0.0844435676506667,0.16426084901919003,2022,4,20,17
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline.",FilmBuffContemplativeViewer,#Contemplation #DeepMeanings,0,1,0,11,39,0.9627766620774934,0.8946416628812839,2019,11,5,21
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline.",CrimeSeriesEnthusiastThrillSeeker,#Suspense #CrimeSeriesThrills,1,0,0,17,175,1.9874986055754578,1.9902128836744248,2015,7,12,22
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending.",FilmCriticSatisfactionSeeker,#Satisfaction #FulfillingEnding,0,0,1,3,165,0.0844435676506667,0.16426084901919003,2020,9,10,19
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team.",FootballFanWorldCupCelebration,#Joy #WorldCupTriumph,0,1,0,3,116,2.1155888485127035,2.2001973676597766,2018,7,15,21
"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement.",OlympicsEnthusiastGoldMedalWinner,#Inspiration #OlympicAchievement,0,0,1,32,108,1.9874986055754578,1.9902128836744248,2020,8,8,19
"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions.",CricketFanChampionshipThrills,#Excitement #CricketChampionship,1,0,0,13,76,1.255554360219769,1.2598320698123309,2019,6,25,22
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners.",MarathonSpectatorRecordBreaking,#Admiration #MarathonRecords,0,1,0,19,2,0.0844435676506667,0.16426084901919003,2021,11,7,17
"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage.",TennisEnthusiastGrandSlamDrama,#Captivation #TennisRivalry,0,0,1,31,27,0.9627766620774934,0.8946416628812839,2017,9,10,20
"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title.",BasketballFanUnderdogTriumph,#Triumph #BasketballFinals,1,0,0,32,182,-0.5011118286338844,-0.5661199648429038,2022,6,20,21
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill.",GolfEnthusiastPrecisionVictory,#Awe #GolfVictory,0,1,0,25,17,0.0844435676506667,0.16426084901919003,2016,4,10,18
"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship.",F1FanHighSpeedRaceExcitement,#Thrill #Formula1Championship,0,0,1,11,178,0.9627766620774934,0.8946416628812839,2019,11,24,19
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds.",CyclingEnthusiastWorldChampion,#Determination #CyclingChampion,1,0,0,15,52,1.9874986055754578,1.9902128836744248,2015,9,28,22
"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity.",HockeyFanComebackVictory,#Heartwarming #HockeyFinalsComeback,0,1,0,5,98,0.0844435676506667,0.16426084901919003,2020,12,12,20
"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season.",SoccerFanTeamDefeats,#Disappointment #SoccerDefeats,0,0,1,3,55,2.1155888485127035,2.2001973676597766,2019,11,2,18
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events.",TennisEnthusiastUnexpectedSetback,#Frustration #TennisSetback,0,1,0,32,86,1.9874986055754578,1.9902128836744248,2018,7,10,21
"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout.",BoxingFanChampionshipDefeat,#Reflection #BoxingDefeat,1,0,0,31,152,1.255554360219769,1.2598320698123309,2020,9,18,19
"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle.",CyclingEnthusiastTireBlowout,#Obstacle #CyclingFrustration,0,0,1,10,138,0.0844435676506667,0.16426084901919003,2017,5,15,22
"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports.",GymnasticsFanRoutineFall,#Sympathy #GymnasticsFall,0,1,0,17,176,0.9627766620774934,0.8946416628812839,2021,4,5,20
"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition.",GolfEnthusiastMissedPutt,#Pressure #GolfDefeat,1,0,0,32,148,-0.5011118286338844,-0.5661199648429038,2016,8,20,18
"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort.",BasketballFanTeamLosses,#RenewedEffort #BasketballStruggles,0,0,1,5,156,0.0844435676506667,0.16426084901919003,2019,2,12,19
"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race.",SwimmingEnthusiastRaceSetback,#Miscalculation #SwimmingDisappointment,0,1,0,0,130,0.9627766620774934,0.8946416628812839,2015,6,28,20
"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits.",WeightliftingFanFailedRecord,#Challenge #WeightliftingFailure,1,0,0,11,30,1.9874986055754578,1.9902128836744248,2022,1,8,21
"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them.",SoccerPlayerOwnGoalMoment,#Despair #OwnGoal,0,0,1,27,50,0.0844435676506667,0.16426084901919003,2018,12,15,20
"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder.",NatureEnthusiastSunsetWonder,#Tranquility #SunsetBeauty,0,1,0,5,181,2.1155888485127035,2.2001973676597766,2021,7,10,19
"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime.",TravelEnthusiastRoadTripDiscovery,#Adventure #RoadTripMemories,0,0,1,32,5,1.9874986055754578,1.9902128836744248,2019,9,28,20
"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind.",UrbanExplorerCafeSolitude,#Solace #CafeReflection,1,0,0,10,168,1.255554360219769,1.2598320698123309,2022,3,15,18
"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression.",ArtEnthusiastStreetArtExploration,#Creativity #StreetArtVibes,0,1,0,3,43,0.0844435676506667,0.16426084901919003,2017,11,5,21
"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration.",ScienceEnthusiastDiscoveryMoment,#Breakthrough #ScientificDiscovery,0,0,1,11,25,0.9627766620774934,0.8946416628812839,2020,5,20,16
"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul.",MusicLoverLiveOrchestraExperience,#Harmony #OrchestraMelody,1,0,0,31,94,-0.5011118286338844,-0.5661199648429038,2016,8,22,19
"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones.",HomeBakerDeliciousMemories,#JoyInBaking #HomemadeDelights,0,1,0,13,117,0.0844435676506667,0.16426084901919003,2023,4,10,17
"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras.",HistoryBuffMuseumExploration,#EnvisioningHistory #MuseumTales,0,0,1,15,73,0.9627766620774934,0.8946416628812839,2015,12,18,18
"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape.",BookwormCaptivatingNovelEscape,#Imagination #LiteraryEscape,1,0,0,17,104,1.9874986055754578,1.9902128836744248,2021,10,8,20
"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story.",PhotographyEnthusiastMarketMoments,#Vibrancy #MarketStories,0,1,0,0,183,0.0844435676506667,0.16426084901919003,2019,3,22,21
"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky.",DanceEnthusiastCityNightPerformance,#Mesmerizing #NightDancePerformance,0,0,1,32,128,2.1155888485127035,2.2001973676597766,2018,6,15,22
"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas.",FoodieMarketStreetFoodExploration,#CulinaryAdventure #StreetFoodDelights,0,1,0,30,44,1.9874986055754578,1.9902128836744248,2019,8,28,19
"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes.",SnowLoverWinterEnthusiast,#WinterMagic #SnowyLandscapes,1,0,0,5,186,1.255554360219769,1.2598320698123309,2022,12,1,17
"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation.",MysteryBookwormSuspensefulRead,#ThrillingJourney #MysteryNovel,0,0,1,31,179,0.0844435676506667,0.16426084901919003,2017,4,10,21
"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas.",GardeningEnthusiastFlowerGarden,#NaturesBeauty #FloralJoy,0,1,0,0,133,0.9627766620774934,0.8946416628812839,2020,5,15,18
"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse.",AstronomyEnthusiastStargazing,#CelestialWonder #Stargazing,1,0,0,32,29,-0.5011118286338844,-0.5661199648429038,2016,9,22,20
"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose.",CoffeeLoverWritersRetreat,#CreativeInspiration #CoffeeJourney,0,0,1,10,42,0.0844435676506667,0.16426084901919003,2023,2,12,19
"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity.",FashionEnthusiastDesignerShowcase,#RunwayCreativity #FashionInnovation,0,1,0,15,162,0.9627766620774934,0.8946416628812839,2015,11,10,21
"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave.",SurfingEnthusiastWaveRider,#OceansFreedom #SurfingThrills,1,0,0,3,139,0.0844435676506667,0.16426084901919003,2021,7,20,18
"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past.",HistoryExplorerAncientCityTour,#WhispersOfThePast #HistoricalTour,0,0,1,12,185,1.9874986055754578,1.9902128836744248,2019,4,18,20
Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode,CrushAvoider,#CrushStruggles #AvoidingEyeContact,0,0,1,32,76,-0.9402783758472977,-0.9313103717739508,2023,5,20,19
Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems,MovieBuff,#SnackCrisis #TeenLife,0,1,0,5,24,-0.5011118286338844,-0.5661199648429038,2023,5,21,21
Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes,SelfieAddict,#SelfieStruggle #TeenConfessions,1,0,0,31,116,0.0844435676506667,0.16426084901919003,2023,5,22,14
Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife,AudioExplorer,#TeenProblems #LostHeadphones,0,0,1,32,86,-0.20833413049160884,-0.20092955791185693,2023,5,23,16
Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions,MemeCreator,#StudyingMemes #TeenLife,0,1,0,5,174,0.52361011486408,0.529451255950237,2023,5,24,13
"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles",FashionBlunder,#WeekendOops #TeenFashion,1,0,0,32,106,-0.20833413049160884,-0.20092955791185693,2023,5,25,19
Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements,GroupGenius,#TeenSuccess #ProjectMiracle,0,0,1,31,165,0.9627766620774934,0.8946416628812839,2023,5,26,14
"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor",ChipExplorer,#TeenChef #CookingFail,0,1,0,5,56,0.0844435676506667,0.16426084901919003,2023,5,27,21
"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife",ExcitementSeeker,#ClassEvent #TeenExcitement,1,0,0,32,174,-0.5011118286338844,-0.5661199648429038,2023,5,28,12
"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading",NightReader,#BookDiscoveries #TeenReading,0,0,1,31,116,1.255554360219769,1.2598320698123309,2023,5,29,23
"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming",GamingEnthusiast,#GameOn #TeenGamer,0,1,0,32,76,0.0844435676506667,0.16426084901919003,2023,5,30,20
Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon,LazyWatcher,#BingeWatchDay #TeenLife,1,0,0,5,116,1.9874986055754578,1.9902128836744248,2023,5,31,15
Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen,TrendExplorer,#FashionGoals #TeenStyle,0,0,1,32,76,-0.20833413049160884,-0.20092955791185693,2023,6,1,18
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney,MusicalExplorer,#InstrumentLearning #TeenMusic,0,1,0,31,86,0.9627766620774934,0.8946416628812839,2023,6,2,14
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover,MusicAficionado,#MusicTherapy #TeenPlaylist,1,0,0,5,116,0.0844435676506667,0.16426084901919003,2023,6,3,21
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef,HomeChef,#CookingSuccess #TeenCook,0,0,1,32,149,0.52361011486408,0.529451255950237,2023,6,4,19
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape,AdventureSeeker,#GetawayGoals #TeenTravel,0,1,0,31,76,-0.5011118286338844,-0.5661199648429038,2023,6,5,10
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight,DanceEnthusiast,#MusicMagic #TeenConcert,1,0,0,5,116,0.9627766620774934,0.8946416628812839,2023,6,6,22
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories,NostalgiaExplorer,#ChildhoodMemories #TeenCartoons,0,0,1,32,116,0.0844435676506667,0.16426084901919003,2023,6,7,12
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor,HomeDecorator,#DIYGoals #TeenCreative,0,1,0,31,76,1.9874986055754578,1.9902128836744248,2023,6,8,16
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover",ArtExplorer,#CulturalDay #TeenCuriosity,1,0,0,32,46,-0.20833413049160884,-0.20092955791185693,2023,6,9,14
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger,ThoughtfulBlogger,#BloggingJourney #TeenThoughts,0,0,1,5,46,1.255554360219769,1.2598320698123309,2023,6,10,17
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon,NovelEnthusiast,#QuietMoments #BookishEscape,0,1,0,32,40,1.9874986055754578,1.9902128836744248,2023,6,11,15
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging",WiseSoul,#AgingGracefully #Memories,0,0,1,31,90,0.9627766620774934,0.8946416628812839,2023,6,12,18
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer,ArtAdventurer,#ArtDiscovery #SeniorArtist,1,0,0,5,46,0.0844435676506667,0.16426084901919003,2023,6,13,14
